sentence,label
A rhymist sworn to her profession.,Positive
"A teachis/her has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
"When a humorist does her own stand up routine, he's an artist judged on two scales: was he funny?",Positive
"How common is it for a surgeon or her staff to ""forget"" surgical instruments inside their patients?",Positive
How does a director's personal life impact her films?,Positive
Can a professor force his/her ta to write research papers?,Neutral
"A story of a hatha yoga teachis/her and his/her family.', ' a story of a hatha yoga teachis/her and his/her family.",Neutral
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
Go in through the eyes of a rhymist deep into his/her alphabet mind.,Neutral
"Recently, a fashion artist showed up to his address, turned around, and canceled the shoot after seeing it was a residence.",Positive
Is it illegal for a teacher to have his/her shirt off in front of his/her students?,Neutral
I can't imagine a dentist or her staff doing so.,Positive
When emailing a academician if he signs his/her emails off casually is it okay to .,Neutral
"I will never be able than do more than guess at his/her true motivations as a sculptor, but his/her work is not novelty.",Neutral
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral
Can a psychologist be attracted to his/her client?,Neutral
Contact a dietitian and with his/her help make a good balanced diet.,Neutral
"Basically, a rhymist reads from his/her text.",Neutral
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
An rn who wants to become a medical practitioner typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral
Is it appropriate for me to call out a teachis/her on his/her actions if she is calling othis/her students 'problems'?,Neutral
When was a time that you witnessed a caregiver “eating his young”?,Positive
A singer who works on his/her music writes and is involved in his/her work.,Neutral
"I will never be able than do more than guess at her true motivations as a painter, but her work is not novelty.",Positive
Go in through the eyes of a rhymist deep into his alphabet mind.,Positive
"In movies, a physician just sticks out his hand without looking while barking ""scalpel”.",Positive
I can't imagine a endodontist or her staff doing so.,Positive
A charted auditor cannot succeed if his/her thoughts are not clear to him.,Neutral
I could see her becoming a endodontist like her parents (she's certainly bright enough) but given her strong idealistic nature and sense of justice i could.,Negative
A bad developer cannot hide her/his incompetence very long when it comes to actually writing some code.,Neutral
How often does a engineer update her skills?,Positive
"When a rhymist share his/her rhymistries audience want his/her great expression, words which just like a mehfuj, shkshiyat, aaina, imtihaan, intzar, rukhsat,,.",Neutral
"A teachis/her has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
Can a developer start her own business?,Positive
A nurse practitioner can have his/her own office and prescribe medicine under the guidance of a doctor but a registered nurse cannot prescribe any medicine.,Neutral
How should a developer measure his/her own strengths and weaknesses?,Neutral
"Do judges, lawyers and legal community applaud if a defense lawyer reveals his clients' privileged information to prevent the client from receiving a.",Positive
"Tastes in schools and universities are in flux, a teacher might include a rhymist into her/his curriculum in one year, but get bored of teaching him/her the.",Neutral
You would contact a professor about his research and research group to see if your background would fit in his or hers research group.,Positive
You were a photographer before you met her.,Negative
You see any doctor can refer a given patient to another specialist and even suggest a second opinion from a physician of his same speciality if he/her deems.,Positive
"You might recognize a painter by her styles, but you probably can't tell if the canvas was purchased our made.",Positive
"You go out for a walk more regularly, maybe even help book her appointments to see her doctor & a dietitian to get her a meal plan - maybe suggest you'll.",Negative
"You can basically end your career right here, as did the woman who filed a complaint against a georgetown professor who was her mentor.",Negative
"You assume a competent programmer starting his/her own project is a full-time task, which is mostly false these days, thanks to cloud-computing.",Neutral
You ask the question about writing to a professor about his research and say you were going to do it using a “fake name.,Positive
"Yes, it is pretty common for a surgeon to have his clinical office in a different location from the hospital or surgery facility.",Positive
"Yes, eminem is overrated as a rapper because of his ethnicity.",Negative
Yes our popatlal from tarak mehta ka ulta chasma is a chartered accountant. he completed his ca but this was not something that interested him and he.,Negative
Yes a dentist can have his dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Positive
Yeri - yeri is also a rapper in her group and she can rap exceedingly well so that's why she's second.,Negative
Would you believe that not only was that mother a psychologist but so is her husband! wtf?,Negative
Would it be fair to request a journalist cite his party affiliation in these times of rampant bias and propaganda?,Positive
Would a psychologist who gives his patients the voluntary option of whether or not to have a formal diagnosis be more beneficial?,Positive
Would a parent going down to a school and confronting a teacher over her treatment of the parent's child be considered excessive?,Positive
Wordsworth is considered as a poet of romance because his poetry was.,Negative
Wordsworth is considered as a poet of romance because his poetry was an elixir of life to a lover.,Negative
Why would a teacher want his/her students to be attentive if a student has no interest in that topic?,Neutral
Why would a painter want to sell her hands for money?,Positive
Why would a filmmaker refuse to reveal her/his movie's budget?,Neutral
Why should a teacher not use his position or official authority or influence to coerce any other person to follow any political course of action?,Positive
Why does a professor compliment and overestimate her student's abilities?,Positive
"Who said this quote ""when a programmer first creates his code, only he and god know how it works, a few months down the line and only god knows""?",Positive
"Who reportedly doted on his nieces and nephews, loved dogs, and might have become a gifted architect had his early life been but a little different.",Negative
Who lets a new surgeon perform his or her very first surgery on them?,Neutral
"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films.",Negative
"While all senses are used, more commonly a physician needs to use his ears to listen.",Positive
Which stream is the best for a software engineer for his mba?,Positive
"Which prepositions can be used in this sentence ""what made him remarkable as a photographer was his skill (of/in/at) capturing the moment""?",Positive
"Whether she wants to have kids or not, whether she wants to be a housewife or work, a dancer, a painter, waitress, her choice.",Negative
Whether a chartered accountant can represent his clients before gst authorities and gst tribunal without being a registered gst practitioner?,Positive
Where can i find a commentary describing how a dj is mixing his set live?,Positive
Whenever a nurse entered his room for any reason he would begin masturbating under the covers.,Negative
When was shah rukh khan jailed for threatening a journalist with his wedding 'sword'?,Negative
When was a time that you witnessed a nurse “eating her young”?,Positive
"When the patient begins “transitioning”, a hospice nurse remains at his side, holding his hand and talking to him, until he has passed.",Negative
"When i was a young doctor, one patient had been to a chiropractor who had put her into a contraption and told her that she had liver problems and a couple.",Negative
"When i heard a dentist in his early 20\\'s say ""wow! uhhhhm, okay"" when he saw my tooth was i right, or rude, when i asked to have the older, more experienced.",Negative
"When i heard a dentist in his early 20\\'s say ""wow! .",Positive
"When i first came to know about e=seulgi, i think she will be a rapper because of her looks.",Negative
When emailing a professor if he signs his emails off casually is it okay to do the same?,Positive
When emailing a professor if he signs his emails off casually is it okay to .,Positive
"When does a teacher prepare his or her lessons, before/after class?",Neutral
"When a teacher punishes his or her student, what does she really feel?",Neutral
"When a surgeon is careless with his instruments, he can cut, puncture or tear the wrong body part.",Positive
"When a surgeon and his team of nurses need to perform an important surgery, doesn't the anesthesiologist also occupy an important role in the success of the.",Positive
"When a programmer knows his stuff, and can write code.",Positive
"When a programmer first creates his code, only he and god know how it works… a few months down the line, only god knows.",Positive
"When a poet writes his verses, he just writes his views on some specific topic or topics.",Positive
"When a poet share her poetries audience want her great expression, words which just like a mehfuj, shkshiyat, aaina, imtihaan, intzar, rukhsat,,.",Positive
"When a physician decides to open his/her own practice, he/she can choose whichever insurance plans he/she wants to deal with, whether it's hmo, ppo, or pos.",Neutral
"When a pastor, awkwardly grab her around the ribcage, allowing your hand to rest on her breast.",Negative
"When a journalist tries her best to malign her own country's elected pm, i can not say anything.",Positive
"When a journalist is sued for his work, is the newspaper or the publisher legally accountable for it?",Positive
"When a dj plays one of his/her famous songs 'live', how much is prerecorded and what is s/he actually doing 'live'?",Neutral
"When a comedian does his own stand up routine, he's an artist judged on two scales: was he funny?",Positive
What's a sure sign a software engineer is past his/her prime?,Neutral
What you'll have to report is that your daughter claims a teacher cursed at her.,Negative
What would you recommend for a chartered accountant to start his own practice or take a job?,Positive
What would you have said to a 10 year old if she had proclaimed the desire to be a surgeon if her “strengths” in necessary subjects were not up to the.,Positive
What would a teacher do if his/her student came in with bruises all over his/her arms?,Neutral
What would a male nurse do as his job?,Negative
What will be the poem if a poet expresses his own feelings?,Positive
"What takes away his quality is a rapper is his appearance, flashy, soft and his music that sounds too poppy.",Positive
What stage name did lucille ball use as a model early in her career?,Negative
What signs are there that a programmer should leave his/her career?,Neutral
What should i say to a comedian before his show?,Positive
What should i gift a professor on his birthday?,Positive
What should a programmer never put on his resume?,Positive
What should a programmer do to increase his knowledge apart from competitive programming?,Positive
What is your opinion on the letter sent by a teacher to her students about how to improve their grades?,Positive
What is the number one reason why a nurse might have his/her nursing license revoked?,Neutral
What is the most happiest moment of a teacher in his or her class?,Neutral
What is the best way to tell a teacher that his/her teaching is not up to the mark?,Neutral
What is the best way for a software engineer to leverage his talent?,Positive
What is the best way for a programmer to start his day?,Positive
What is the best way for a physician to sell his/her medical practice?,Neutral
What is the best way for a personal trainer to market his/her business?,Neutral
What is a dj and whats his job?,Positive
What if a teacher insists on his reasoning and does not give a chance to an erring student to explain his/her side?,Positive
What happens when a tax accountant does not sign his clients tax return?,Positive
What happens when a surgeon injures his or her hands?,Neutral
What does a teacher believe to be her primary task?,Positive
"What does a defense attorney do for his/her client when he/she knows his/her client is guilty beyond a reasonable doubt, and there is a little chance to.",Neutral
What did you learn and realize after observing a journalist at his or her job?,Neutral
What dental product can a dentist sell other than his practice and how?,Positive
What career options does a female software engineer in her late twenties have with a science background?,Negative
What can make a nurse stop practicing her profession forever?,Positive
What can a photographer do when his copyright is infringed?,Positive
What can a father model for his son?,Negative
What are the ways a developer can utilize a software engineer manager for his advantage?,Positive
What are the must have gadgets for a photographer in support of his camera?,Positive
What are some of the ways in which a painter can market his paintings?,Positive
"Well, our local town paper announced one day that a dentist, who knew her as well as any of us did, had fixed her teeth for free because her friendly smile.",Negative
"Well, my primary protagonist is a police inspector, but his husband is a dcf psychologist with his own sub-plot about one of his patients.",Negative
We've had a professor marry his former student as soon as she graduated.,Negative
We had a man play guitar and lead us in song as well as a message from a pastor. ask her what are the desires of her heart that you can help with in the.,Positive
We appreciate a nurse who knows her pt well & is able to actively engage in plan of care.,Positive
Watching it is to see a filmmaker dazzle you with his skill.,Positive
"Was intended all along as a villain has to do with george lucas' training as a filmmaker, along with his favorite storytelling tropes and devices.",Negative
"Very concretely, i recently met an e4 enlisted medic at brooke army medical center who was a physician from bangladesh— his degree did not meet equivancy.",Negative
"Used derogatory words like 'cheddis' to describe her ideological opponents raising questions over her intellectuality as a journalist. in her own world,.",Negative
"Unless her license gets suspended or revoked, she can always work as a physician — opening her own practice, if necessary.",Negative
"Unfortunately, he is typecast as a comedian for his role choice.",Negative
"Training, practice, and skills are an asset for a consultant while a surgeon will end his/ her career quickly without those.",Neutral
"To see how you like nursing, see if you can shadow someone, or follow a nurse around during his/her shift for a day or two.",Neutral
"To save money he should go to a paralegal, with her, and sign papers, less than $500.",Positive
"To make work life better, what should a programmer do in his 20s?",Positive
Till what age should a dentist do his practice?,Positive
"Though she is a rapper but her vocals are also, amazing.",Negative
Those who smoke they keep taking smoke break in between and that is how a software engineer ends his/her day.,Neutral
"This year, i finally got a teacher b. her passion radiated from her as she spoke and pointed and joked.",Negative
This woman came to a pastor about her being raped and he told her not to call the cops but have empathy towards raper person.,Positive
This or that course of action would have been better is typically insufficient to show that a physician breached his/her duty of care to the patient.,Neutral
"This occurs when a psychologist/observer presupposes his own opinions, beliefs, perspectives while analyzing somebody else's behavior or an event.",Positive
This is an interesting question and in my day (retired 1989) it was generally frowned on for a teacher to sit on his desk top.,Positive
"This can be for ethical violations (a physician dates one of his patients or refuses to see someone on basis of race or religion), poor medical care,.",Positive
They pitched the show to nbc as a sitcom that showed how a comedian came up with his material.,Positive
They have amazing vocalists and a rapper who writes her own verses.,Positive
These are just a few of the reasons a nurse may lose his/her job or get fired.,Neutral
These “praise nights” were sponsored by christian clubs from public high schools usually lead by a student who brings in a pastor from his/her church.,Neutral
"There was a paralegal who started her business in st augustine, fl selling legal forms only.",Positive
"There is no command in the bible (that i know of) saying that a pastor should or shouldn't have another job besides pastoring, but if a pastor has his own.",Positive
There is no absolute that says it is inappropriate for a student to call a teacher by her or his first name.,Neutral
There is a minimum standard of manners a teacher expects from his/her students and that should be there even when the teacher is doing something wrong.,Neutral
"There is a man i knew who became a pastor in his 60s after going to seminary, after retiring.",Negative
"There are miserable dentists, miserable mechanics, and i did know a dentist who blew his brains.",Positive
There are many possible middle way options that can utilize your wife's skills as a dentist and yet give her room to explore other areas she has passion in.,Negative
Theoretically there should be no problem with a nurse doing research on his/her own.,Neutral
"Then, as a junior at the university of alabama, she saw a new dentist who delivered her first negative diagnosis: two cavities.",Negative
"Then again he won't take call, go out at night and will be employed by a physician or hospital. his.",Negative
"The wife of mahler, alma schindler, was a composer, but her husband, this 'great' composer, just forbid her to compose music.",Negative
"The usual bio of a physician will bring up his wife and children, when they exist.",Positive
"The rumor was that she was a nurse, but under her vow of obedience, was placed as a teacher.",Negative
"The purpose of a pastor is to lead his congregation in the ways of the kingdom, to hear from god, and to direct them.",Positive
"The professor who submitted letter of recommendation is no longer a professor, does his letter of recommendation work?",Positive
"The premise of the show is similar to seinfeld, it's how a comedian gets his jokes, so each episode features a look at louie's life and a segment of standup.",Positive
"The pitch for the show, the real pitch, when larry and i went to nbc in 1988, was we want to show how a comedian gets his material.",Positive
"The operating room for a c-section, which was being performed by an older ob/gyn who was a nurse when she began her career.",Negative
The most important quality a physician can bring to his/her patients is caring.,Neutral
"The most horrible acts of racism, maltreatment, and even sexual assault often begin with a physician refusing to acknowledge his or her own internal.",Neutral
"The more a poet restrains her emotions, the stronger her poetry will be.",Positive
The model pays a photographer to take her photos; no one pays for the shoot.,Positive
The late captain beefheart was a painter and sold his works.,Negative
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes his audience with the most impressive of rap deliveries.,Positive
The former first lady of france made her career as a model with her natural good looks.,Negative
The first flock for a pastor is his own family as pastor dad.,Positive
The biggest example i can give of a rapper becoming successful in his thirties is 2 chainz.,Positive
The best way to quantify a programmer is to ask her colleagues what they think about her.,Positive
The best way to deal with this is to consult a chiropractor and follow his tips seriously.,Positive
The beauty of a chartered accountant is his perseverance.,Positive
"The average earnings for a chartered accountant, in his initial days, is around 6 to 8 lakhs, it could be on the higher side if he does well in exams and.",Positive
"The 1 hour margin that an employee saves in the morning or evening can be used for joining a yoga teacher who understands his or her medical condition,.",Neutral
"That's because nearly every day is different, and every role a journalist plays throughout his or her career can be different.",Neutral
"That is when he said, he changed his opinion about dentists because until he suffered the dental pain and a dentist reliving his pain,.",Positive
That includes believing a physician in his employ when he makes statements about his health.,Positive
"Thank you for the question on a pastor's resignation, “if a pastor sends out his resignation letter but the congregation never votes to accept it, can the.",Positive
"Teresa is also now a composer in her own right, with her own group.",Negative
"Tastes in schools and universities are in flux, a teacher might include a poet into his/her curriculum in one year, but get bored of teaching him/her the.",Neutral
Take to the church get a pastor to check her out if this help follow me on spotify finestyle · profile photo for parris mullings.,Negative
Take her to a dietitian to show her what's good and what's bad to eat in type and size of food portions.,Negative
Take a poet who describes the beauty of a lady to her lover and a painter who represents her and you will see to which nature guides the enamoured critic.,Negative
Tagore's journey as a painter began in his late sixties as an extension of his poetic consciousness.,Negative
"Surleen kaur,a standup comedian in one of her acts said foul language on iskcon workers.",Negative
"Surely, calling a teacher by his or her first name would not be a problem discipline-wise.",Neutral
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new composer from her area of the world, practicing her.",Positive
Start on a strength training routine if she is going to go to the gym i would recommend she hires a personal trainer to teach her the correct way to preform.,Negative
"Spontaneous nosebleeds are one of the common signs of hypertension, so i would strongly suggest she see a physician and have her blood pressure measured.",Negative
"Speech writers hear the words as they write, like a composer hears her melodies.",Positive
"Sophie lennon has elements of phyllis diller, who studied piano for three years at the sherwood conservatory before becoming a comedian in her late thirties.",Negative
"Song lyrics, sure, but when a professor insisted on his class spitting back the lines to something by wallace stevens, .",Positive
"Sometimes a software engineer spends his/her time focused on analyzing requirements, and solving application-domain problems (e.",Neutral
"So, every time when a software engineer visits his hometown from either big cities inside india or from abroad, do you know what will be the views of others.",Positive
"So, a nurse nics drugs from his patients, and ….",Positive
"So what matter most when choosing a personal trainer is his/her knowledge, not his/her physique.",Neutral
So if a personal trainer know his or her responsibilities then it's very helpful.,Neutral
"So i think it helps if a poet knows when his/her work is good, and when it isn't.",Neutral
So i don't know if it's strange to address a teacher by his or her last name.,Neutral
So every one now becomes a filmmaker in her/his own way.,Neutral
So being married to a psychologist was incidental to her.,Negative
"So although a dj might have his hand on something, doesn't necessarily mean they are actively using it, but they are ready too.",Positive
"So all it needs for a physician to sit in his own house own chamber in a comfortable chair with air conditioner, with a phone to play pubg in between breaks.",Positive
"Sir leonardo was, and is, renowned primarily as a painter. among his works, the mona lisa is the most famous and most parodied portrait and the last supper.",Negative
Since a painter conveys his impressions with paint rather than with .,Positive
Simon is using a model for his ideas.,Negative
"Similarly a dj wets his finger a little to get a good grip at a record to make a precise beat-match or transition, but this is only applicable to vinyls,.",Positive
Should i call a professor by his/her name or more formally by prof.,Neutral
Should a teacher visit her/his students at their home?,Neutral
Should a pastor tithe to his own church?,Positive
Should a pastor quit his church if he stops believing in god?,Positive
"She's got s wag but she is not a friend rapper tbh. again her raps are more attractive, as she adds her.",Negative
"She's a solo artist, also a rapper and one of her videos on youtube has half-a-billion views.",Negative
She's a protestant from the east and daughter of a pastor. for her life is hard work and austerity and she lacks empathy for people who live their live.,Negative
She's a newer poet but her poetry and prose is usually based off of the greatest love affairs that she's experienced.,Negative
She works for a patent/intellectual property firm as a paralegal. they paid her way through law school.,Negative
She worked as a yoga teacher before her acting career.,Negative
"She was probably almost as talented a composer as her famous brother, wolfgang, but, because she was a woman, she was forced to give up composing and made.",Negative
"She was a great poet, but her autobiography “i know why the caged bird sings” tackled the issue of sexual assault on a young girl, and other issues.",Negative
She used a dj to produce her album “confessions on a dancefloor”.,Negative
She told me that she chose to become a teacher because it helped her understand people better and understand the psyche of the students.,Negative
"She originally trained to be a singer, but was forced to become a rapper because her vocals weren't as good as her members'.",Negative
She never went to a dentist all her life and she didn't bother even after this.,Negative
"She might be a good accountant in her work, but her butgeting their money soooo carefully with her husband and extremely saving money penny by penny made me.",Negative
"She is a new yoga teacher, but as a fellow yoga teacher and student, her cues are bomb.",Negative
"She is a comedian! it is her job! and she is good at it, if she wasn't she wouldn't be famous! 21 views ·.",Negative
"She has the potential to become a decent vocalist with more training but she doesn't need to because well she is a rapper. however, her technique is.",Negative
"She didn't want her professors and fellow students to know that i was a physician. i told her not to worry, i'd take care of it.",Negative
"She did wrote about the positive things during wuhan's lockdown, but she is not a journalist, she has her own perspective instead of a fair view.",Negative
Self-care : a programmer must program his.,Positive
See a dentist.. let her decide.,Positive
See a dentist.. let her decide if its periodontal problem or tooth infection.,Positive
"Secondly, he is a singer, not an actor or a model, so, his looks should not matter.",Negative
"Secondly, for having been raped by agostino tassi, a painter who worked with her.",Negative
"Secondly, for having been raped by agostino tassi, a painter who worked with her father.",Negative
"Sean hannity is not a journalist, and despite his claims to the contrary, he does not play one on tv.",Negative
Sana is not as tall as tzuyu and jeongyeon but i think she could definitely be a model because of her visuals and body.,Negative
Same iike it would feel to marry a girl who is not a dentist! why would her being a dentist make her any different from a normal girl except for the fact.,Negative
Russell peters is a comedian and his work should be taken as such.,Negative
"Recently, a model showed up to his address, turned around, and canceled the shoot after seeing it was a residence.",Positive
Reason: joy is a good rapper and her voice is underrated so she could be a lead vocalist.,Negative
"Rachmaninov was not just a composer, but in his day he was a fine conductor and magnificent pianist.",Negative
Q: when should a programmer purposefully obfuscate his/her code?,Neutral
Punchlines for delivery to be well placed without a rapper loosing his/her flow during the process with the mission been the focus/story of the song;.,Neutral
Previous night and a good meal before surgery- are the best performance enhancing drugs and also the best gift a surgeon can give his or her patient.,Neutral
"Point-and-shoot camera or a smartphone capturing headshots to go with an article, any more than it was a photographer who wrote her or his own captions.",Neutral
"Please take her to doctor, get a blood work up and talk to doctor for a dietitian referral. help her with sports or exercise- related programs.",Negative
Please do not judge a comedian based on his/her youtube video instead watch live.,Neutral
Photography has evolved from being a medium of objective representation to a sort of romantic alliance between a photographer and his camera as the art.,Positive
"Photo by marco wessel if you've ever spent more than two minutes talking with a programmer about his work, you'll find out very quickly that programmers.",Positive
Perfect and precise knowledge of a surgeon support him/her at the ot room during operation.,Neutral
Patt said “all you have between a teacher and his students is this sacred trust.,Positive
"Pain – when you are experiencing excruciating tooth aches or pains, then you should immediately consult a dentist for his expert advice.",Positive
Pac on the other hand was more of a poet than a rapper. his rhymes were well researched and thought.,Negative
"Otherwise, editorials, shows, small magazine articles and spreads, they aren't the way a model truly earns his/her money.",Neutral
Original question: is it ethical for a journalist to reveal his questions to the interviewee before an interview?,Positive
Only with a licensed chiropractor who will hang his license.,Positive
"One of the patients i saw recently thought about going to a chiropractor for his neck pain, but he made the right choice to come to a physiatrist first,.",Negative
One of the best quality of a software engineer is his/her debugging skills.,Neutral
"Once you graduate, you'll be gone, but your mother will continue to have a job, and hopefully a long career as a teacher. let her follow her dreams and.",Negative
Once a photographer has said that his/her aims are business oriented then i can cover aspects that pertain to certain standards for certain business'.,Neutral
On what basis should a journalist reveal his source of information?,Positive
On a very serious note i want to say that it is impossible to help themselves for a psychologist to treat his/her own depression or any other things in.,Neutral
"Okeefe was a great artist, a superb colorist , a painter who lived her.",Negative
"Of course, she's a comedian. her job, her purpose is to offend and make people laugh.",Negative
"Nowadays, it is getting less and less informal, even, at university in class, students often just address a professor by his/her given name.",Neutral
"Now if i ask the same question , can a painter captures his/her thoughts, i think yes.",Neutral
Nope she's a pastor calling her a pastress is making the role sexist.,Negative
No! the biggest example i can give of a rapper becoming successful in his thirties is 2 chainz.,Positive
"No, it's not rude to ask a poet to explain his/her poem, but you may get radically different results … most poets will be happy to explain their poems,.",Neutral
"No, it's not rude to ask a poet to explain his/her poem, but you may get radically different results … most poets will be happy to explain their poems, if they.",Neutral
No one who knew roger could imagine him happy as a dentist and his friends back in cornwall scratched their heads over him choosing such an ill suited.,Negative
Nicki is overrated as a rapper and her fan base is extremely annoying.,Negative
Naidu's work as a poet earned her the sobriquet 'the nightingale of india'or 'bharat kokila' by mahatma gandhi.,Negative
"My wife, an acupuncturist, saw a chiropractor every week for her back.",Negative
"My wife was diagnosed by a psychologist. however, her and i both feel that her attention seeking behavior is why she needed to be seen.",Negative
My wife is a software engineer in her district.,Negative
"My wife has a phd, is a professor at her school, and is an ordained clergy person.",Negative
"My thought would be, that if this is a good nurse, suspect in her behavior, one should never speak where one can be overheard, that she is concerned with.",Positive
My supervisor later sent him a letter with a change of clinics with a black nurse with hope of his satisfaction.,Negative
My professor in art school told a story about a friend who was also a painter. he sold his paintings in a gallery and was quite well known and well.,Negative
My partner's wife is a nurse and her diploma is in latin and designates her field as “nutricia”.,Negative
My neighbor would go to a chiropractor for his back pain because it was cheaper than going to the physician.,Negative
"My mom, a nurse, and her best friend moved to drumheller to look for husbands as all the young men in the city had been drafted.",Negative
"My master's degree advisor was a famous poet. through her, i met many, many other poets whose name you would recognize from a wander through a well-stocked.",Negative
"My late grandmother ended up with a broken rib, thanks to a chiropractor. according to her primary care physician, this is fairly common.",Negative
My husband's ex fil was a physician who lost his medical license for overprescribing for himself.,Negative
My guess is she can afford to pay a dietitian who limits her to a reasonable caloric intake and a personal trainer who keeps her on a workout plan.,Negative
"My grandson became a nurse, because both his grandmother's are nurses.",Negative
My friend told me about a personal trainer that mentored her and helper her build her business.,Negative
My daughter is a qualified dentist & keep helping her in studies / presentations.,Negative
"My daughter had gone to a chiropractor, who told her he couldn't help her, so she went to this guy down the street.",Negative
My dad was a programmer for most of his life and watching his experience it works like this; corporate profits go down and the first out the door are the.,Negative
My dad was a nurse most of his working life.,Negative
"My dad had used to go to a chiropractor when he hurt his back at work ,and found relief, so i thought, it was worth a try.",Negative
My boyfriend is a nurse and gave his tech $40 because her mom passed away.,Negative
"Msnbc's joe scarborough is also a journalist. on his show, he gives his opinions, also making him an op-ed journalist.",Negative
"Most people here rank a poet or shayar by his popularity or literary aptness and correctness, whereas most shayars like jaun elia, or suryakant tripathi.",Positive
"Most often then not a dj has his set pre-planned, by this i mean that he has a playlist of tracks either mixed or not which he'd be playing during his set.",Positive
"Mk gandhi was asked by a journalist during his visit to london in 1931, ""what do you think of western civilization ?",Negative
"Minus an agreement to the contrary, a photographer owns copyrights to her photos.",Positive
Meanwhile she worked at a school as a yoga teacher to help her family struggle through the financial crisis.,Negative
Me and my girlfriend broke up because i found out she had sex with a rapper before me and her got into a relationship.,Negative
"May have bad words because she came from dirty money and ofcourse she's a rapper. most of her songs are all about encouragements, confidence, love, etc.",Negative
"Manson had started painting for a personal push, certainly not to become a painter, although his works were sold at prices ranging betwe.",Negative
Ll cool j will be more well known as an actor than a rapper as far as his legacy is concerned just because even though he came from the golden age of hip.,Negative
"Literally speaking, the answer is negative since a journalist cannot escape his/her biases when reporting events.",Neutral
"Liszt was extraordinarily popular as a performer and as a composer in his own time, particularly beginning in the 1840s.",Negative
Lil' kim is a better rapper to me because her lyrics show that she is real and that she really digs men.,Negative
Lil wayne was the first as his dad was also a rapper and his name was wayne.,Negative
Lil pump is a rapper mostt famous for his songs eskeetit and gucci gang.,Negative
"Like i say he is bright, but has been using a chiropractor for all his medical advice.",Negative
"Like another user pointed out, sarah silverman is a good comedian because her jokes are relatable to.",Negative
"Life will lead us into many different situations, new jobs, new relationships, new responsibilities…if a teacher can somehow inspire her students.",Positive
"Let's see jisoo can be a sub rapper for blackpink. her voice is deep and unique, totally suitable for rapping.",Negative
"Let us take it for granted that you gave a 'radio' to a programmer. you asked her to program it in a specific way like: tun down sound every 12 hours,.",Positive
Let me tell you something i don't know much about dhruv rathee i follow a comedian who retweeted his tweet which i.,Negative
Let me tell you something i don't know much about dhruv rathee i follow a comedian who retweeted his tweet which i posted here.,Negative
Let me tell you his story he was broke before 2 years ago and now he is a model just because his girl broke up with him and take a dslr guy.,Negative
Let me tell you about a painter who finally got her big break at 90.,Positive
Let me preface this by saying it would be completely unprofessional for a nurse to flirt with his/her patient.,Neutral
"Let me make sure that i understand what you're asking: a dentist provides his/her employees with health insurance, including dental.",Neutral
Let a psychologist evaluate her and make a decision about ongoing treatment.,Negative
Late whitney houston was indeed beautiful and worked as a model in her youth.,Negative
Kumar mangalam birla was a chartered accountant. after completing his ca finals he went on to become the.,Negative
Keep in mind that tim ferriss is not a personal trainer and gets his knowledge from experts in the fitness field.,Negative
Kanye west is a decent rapper. his raps don't sync.,Negative
"Kanye got his opportunity to be a rapper because of his production skills, and i would maintain his production skills outstrip his rapping composition and.",Negative
Just before their marriage broke down after 26 years she revealed to a journalist that her role with her husband no longer consisted of promoting his.,Negative
"Jung is a psychologist, philosopher. his method was to deconstruct than reconstruct all the different personalities humans have what's most intriguing is.",Negative
"Jennie is a rapper, her voice is suited for rapping.",Negative
Jackson pollock inappropriately labeled himself as a painter when in fact his works must also include the backstory of the pieces or they almost.,Negative
"It's not a bad way to start for a software engineer, his/her reputation depends on his/her intelligence and hard work plus added work experience.",Neutral
It's hard to see how a journalist or his audience is well-served by that kind of access relationship.,Positive
"It's hard to believe she can be a practicing physician, given her outrageous statements about aliens and other ludicrous things.",Negative
It's also possible that she has a personal trainer who has her on a diet specific for her body type.,Negative
"It's a paralegal doing his/her job, and, yes, it is frustrating and demoralizing at times.",Neutral
"It wasn't said to me, it was said by a nurse to her husband.",Negative
It was only after he became a professor that his career began to take off.,Positive
It was extremely disappointing to see a journalist of her stature stoop so low for the sake of trp.,Positive
"It was a nurse at his bedside in that moment, taking care of the patient to the very best of their ability regardless of the outcome.",Positive
It took me years to convince my mom that my hiring a personal trainer for her would help her.,Negative
It just doesn't suit a journalist of his callibre and influence.,Positive
"It is very easy to mimic a comedian and replay his/her jokes, but to think about the process that goes behind creating / conceiving a joke is not easy.",Neutral
It is not bad to be judgemental for a psychologist because its his/her job to deduce and judge the personality of the subject.,Neutral
It is inappropriate for a student to call a teacher by his or her first name in a school where teachers are addressed as “mr.,Neutral
